region,period,source,scenario,category,unit,value,update,note
de-schleswig-holstein,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,5.219,23.04.2025,
de-schleswig-holstein,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,4.05,23.04.2025,
de-schleswig-holstein,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,5.396,23.04.2025,
de-schleswig-holstein,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,5.532,23.04.2025,
de-schleswig-holstein,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,5.425,23.04.2025,
de-schleswig-holstein,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.321,23.04.2025,
de-niedersachsen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,16.034,23.04.2025,
de-niedersachsen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,19.007,23.04.2025,
de-niedersachsen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,14.272,23.04.2025,
de-niedersachsen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,17.124,23.04.2025,
de-niedersachsen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,14.899,23.04.2025,
de-niedersachsen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.767,23.04.2025,
de-nordrhein-westfalen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,138.831,23.04.2025,
de-nordrhein-westfalen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,56.786,23.04.2025,
de-nordrhein-westfalen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,27.719,23.04.2025,
de-nordrhein-westfalen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,32.371,23.04.2025,
de-nordrhein-westfalen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,8.122,23.04.2025,
de-nordrhein-westfalen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.446,23.04.2025,
de-hessen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,6.629,23.04.2025,
de-hessen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,5.631,23.04.2025,
de-hessen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,11.009,23.04.2025,
de-hessen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,14.627,23.04.2025,
de-hessen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,2.167,23.04.2025,
de-hessen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.556,23.04.2025,
de-rheinland-pfalz,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,2.132,23.04.2025,
de-rheinland-pfalz,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,11.46,23.04.2025,
de-rheinland-pfalz,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,7.269,23.04.2025,
de-rheinland-pfalz,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,9.106,23.04.2025,
de-rheinland-pfalz,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,1.715,23.04.2025,
de-rheinland-pfalz,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.477,23.04.2025,
de-baden-wuerttemberg,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,21.705,23.04.2025,
de-baden-wuerttemberg,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,12.428,23.04.2025,
de-baden-wuerttemberg,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,17.475,23.04.2025,
de-baden-wuerttemberg,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,22.742,23.04.2025,
de-baden-wuerttemberg,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,5.145,23.04.2025,
de-baden-wuerttemberg,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.902,23.04.2025,
de-bayern,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,12.616,23.04.2025,
de-bayern,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,18.086,23.04.2025,
de-bayern,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,19.862,23.04.2025,
de-bayern,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,28.743,23.04.2025,
de-bayern,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,15.353,23.04.2025,
de-bayern,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.893,23.04.2025,
de-brandenburg,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,41.015,23.04.2025,
de-brandenburg,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,7.645,23.04.2025,
de-brandenburg,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,3.459,23.04.2025,
de-brandenburg,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,5.669,23.04.2025,
de-brandenburg,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,3.22,23.04.2025,
de-brandenburg,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.812,23.04.2025,
de-sachsen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,34.324,23.04.2025,
de-sachsen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,4.02,23.04.2025,
de-sachsen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,5.442,23.04.2025,
de-sachsen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,6.536,23.04.2025,
de-sachsen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,2.688,23.04.2025,
de-sachsen,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.452,23.04.2025,
de-sachsen-anhalt,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,12.575,23.04.2025,
de-sachsen-anhalt,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,9.831,23.04.2025,
de-sachsen-anhalt,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,3.354,23.04.2025,
de-sachsen-anhalt,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,4.016,23.04.2025,
de-sachsen-anhalt,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,2.58,23.04.2025,
de-sachsen-anhalt,2017,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.64,23.04.2025,
de-stadtstaaten,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,19.93,23.04.2025,
de-stadtstaaten,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,8.876,23.04.2025,
de-stadtstaaten,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,7.98,23.04.2025,
de-stadtstaaten,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,8.991,23.04.2025,
de-stadtstaaten,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,0.1,23.04.2025,
de-stadtstaaten,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.207,23.04.2025,
de-schleswig-holstein,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,5.457,23.04.2025,
de-schleswig-holstein,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,3.953,23.04.2025,
de-schleswig-holstein,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,5.204,23.04.2025,
de-schleswig-holstein,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,5.468,23.04.2025,
de-schleswig-holstein,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,5.515,23.04.2025,
de-schleswig-holstein,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.333,23.04.2025,
de-niedersachsen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,18.316,23.04.2025,
de-niedersachsen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,19.132,23.04.2025,
de-niedersachsen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,13.181,23.04.2025,
de-niedersachsen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,16.895,23.04.2025,
de-niedersachsen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,15.202,23.04.2025,
de-niedersachsen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.815,23.04.2025,
de-nordrhein-westfalen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,151.395,23.04.2025,
de-nordrhein-westfalen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,57.583,23.04.2025,
de-nordrhein-westfalen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,29.465,23.04.2025,
de-nordrhein-westfalen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,31.803,23.04.2025,
de-nordrhein-westfalen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,8.274,23.04.2025,
de-nordrhein-westfalen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.534,23.04.2025,
de-hessen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,7.544,23.04.2025,
de-hessen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,5.232,23.04.2025,
de-hessen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,11.518,23.04.2025,
de-hessen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,14.505,23.04.2025,
de-hessen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,2.224,23.04.2025,
de-hessen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.581,23.04.2025,
de-rheinland-pfalz,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,2.097,23.04.2025,
de-rheinland-pfalz,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,11.456,23.04.2025,
de-rheinland-pfalz,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,7.095,23.04.2025,
de-rheinland-pfalz,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,8.981,23.04.2025,
de-rheinland-pfalz,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,1.771,23.04.2025,
de-rheinland-pfalz,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.49,23.04.2025,
de-baden-wuerttemberg,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,21.559,23.04.2025,
de-baden-wuerttemberg,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,12.244,23.04.2025,
de-baden-wuerttemberg,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,17.426,23.04.2025,
de-baden-wuerttemberg,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,22.531,23.04.2025,
de-baden-wuerttemberg,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,5.253,23.04.2025,
de-baden-wuerttemberg,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.956,23.04.2025,
de-bayern,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,13.506,23.04.2025,
de-bayern,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,17.669,23.04.2025,
de-bayern,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,19.939,23.04.2025,
de-bayern,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,28.33,23.04.2025,
de-bayern,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,15.609,23.04.2025,
de-bayern,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.91,23.04.2025,
de-saarland,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,6.785,23.04.2025,
de-saarland,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,7.045,23.04.2025,
de-saarland,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,1.864,23.04.2025,
de-saarland,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,1.773,23.04.2025,
de-saarland,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,0.201,23.04.2025,
de-saarland,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.089,23.04.2025,
de-brandenburg,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,42.172,23.04.2025,
de-brandenburg,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,6.81,23.04.2025,
de-brandenburg,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,3.565,23.04.2025,
de-brandenburg,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,5.531,23.04.2025,
de-brandenburg,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,3.322,23.04.2025,
de-brandenburg,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.791,23.04.2025,
de-sachsen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,32.979,23.04.2025,
de-sachsen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,3.996,23.04.2025,
de-sachsen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,5.144,23.04.2025,
de-sachsen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,6.425,23.04.2025,
de-sachsen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,2.716,23.04.2025,
de-sachsen,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.534,23.04.2025,
de-sachsen-anhalt,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,12.07,23.04.2025,
de-sachsen-anhalt,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,9.81,23.04.2025,
de-sachsen-anhalt,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,3.624,23.04.2025,
de-sachsen-anhalt,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,3.983,23.04.2025,
de-sachsen-anhalt,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,2.667,23.04.2025,
de-sachsen-anhalt,2016,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.682,23.04.2025,
de-stadtstaaten,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,19.873,23.04.2025,
de-stadtstaaten,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,8.559,23.04.2025,
de-stadtstaaten,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,8.084,23.04.2025,
de-stadtstaaten,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,8.797,23.04.2025,
de-stadtstaaten,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,0.096,23.04.2025,
de-stadtstaaten,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.204,23.04.2025,
de-schleswig-holstein,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,5.792,23.04.2025,
de-schleswig-holstein,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,3.837,23.04.2025,
de-schleswig-holstein,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,5.173,23.04.2025,
de-schleswig-holstein,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,5.367,23.04.2025,
de-schleswig-holstein,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,5.549,23.04.2025,
de-schleswig-holstein,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.345,23.04.2025,
de-niedersachsen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,21.744,23.04.2025,
de-niedersachsen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,16.289,23.04.2025,
de-niedersachsen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,13.12,23.04.2025,
de-niedersachsen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,16.619,23.04.2025,
de-niedersachsen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,15.244,23.04.2025,
de-niedersachsen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.874,23.04.2025,
de-nordrhein-westfalen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,151.185,23.04.2025,
de-nordrhein-westfalen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,56.989,23.04.2025,
de-nordrhein-westfalen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,30.18,23.04.2025,
de-nordrhein-westfalen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,31.563,23.04.2025,
de-nordrhein-westfalen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,8.248,23.04.2025,
de-nordrhein-westfalen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.698,23.04.2025,
de-hessen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,7.147,23.04.2025,
de-hessen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,5.175,23.04.2025,
de-hessen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,11.284,23.04.2025,
de-hessen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,13.954,23.04.2025,
de-hessen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,2.252,23.04.2025,
de-hessen,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.619,23.04.2025,
de-rheinland-pfalz,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,2.433,23.04.2025,
de-rheinland-pfalz,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,11.325,23.04.2025,
de-rheinland-pfalz,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,6.696,23.04.2025,
de-rheinland-pfalz,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,8.822,23.04.2025,
de-rheinland-pfalz,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,1.799,23.04.2025,
de-rheinland-pfalz,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.509,23.04.2025,
de-baden-wuerttemberg,2015,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,20.933,23.04.2025,
